Bulan,NOPOL,Kategori Site,Site Name,BU Site,Type Armada,Klasifikasi Kendaraan,Usia (Year),Owner,DPP,Nominal Downtime,DPP Net (setelah downtime)
Oct-24,B9058BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,13,BU,0,0,0
Jan-25,DK8011DF,HUB,HUB BALI,HCI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Jan-25,N8213BH,HUB,HUB MALANG,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Oct-24,B9066BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,12,BU,0,0,0
Jan-25,N8272BH,HUB,HUB LP SAWOJAJAR (AHI) ( HUB,AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Oct-24,FUKU830013,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Oct-24,FUKU830008,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Jan-25,A8627ZE,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Jan-25,A8542ZE,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Jan-25,B9381SCG,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Oct-24,FUKU710001,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Oct-24,FUKU830011,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Jan-25,B2011SYO,RDC,TAMORA HCI,HCI,PASSENGER,PASSENGER,8,MR,3962000.0,0,3962000.0
Jan-25,AB8070PH,HUB,HUB YOGYAKARTA,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Jan-25,B9351SCG,HUB,HUB DEPOK MARGONDA (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Jan-25,BG8871IH,HUB,HUB PALEMBANG INDAH (AHI),AHI,MVB,NIAGA,8,MR,3483000.0,0,3483000.0
Jan-25,H8317PA,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Jan-25,DD8634RG,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,DD8632RG,RDC,MAKASAR HCI,HCI,CDD LC,NIAGA,8,MR,7913000.0,0,7913000.0
Jan-25,A8703ZE,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8506ZD,SDC,FBI BANDUNG,FBI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Jan-25,W8819QB,NDC,SIDOARJO AHI,AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Oct-24,B3087BLJ,NDC,JABABEKA HCI,HCI,MOTOR,MOTOR,14,MR,540000.0,0,540000.0
Jan-25,A8708ZE,HUB,HUB IBCC - BANDUNG (AHI),AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8795PV,HUB,HUB KEDIRI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8746PV,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8745PV,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8832ZE,SDC,HCI BANJARMASIN,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8040ZF,SDC,HCI AMBON,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Jan-25,DD8987RG,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,DD8986RG,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,A8702ZE,SDC,HCI MANADO,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8906PS,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8126ZF,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Nov-24,B9065BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,12,BU,0,0,0
Nov-24,B9058BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,13,BU,0,0,0
Jan-25,BK8805MH,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,BK8806MH,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,BK8807MH,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,AB8152PH,HUB,HUB YOGYAKARTA,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8847QD,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8992ZD,HUB,HUB PALEMBANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Nov-24,B9066BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,12,BU,0,0,0
Jan-25,A8707ZE,HUB,HUB IBCC - BANDUNG (AHI),AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8127ZF,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Jan-25,BK8803MH,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,BK8804MH,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Jan-25,W8851QD,NDC,SIDOARJO HCI,HCI,CDD LC,NIAGA,8,MR,7713000.0,0,7713000.0
Jan-25,W8850QD,NDC,SIDOARJO AHI,AHI,CDD LC,NIAGA,8,MR,7713000.0,0,7713000.0
Jan-25,H8238QA,HUB,HUB SEMARANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,B9937SCF,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,B9941SCF,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,B9939SCF,NDC,CIKUPA HCI,HCI,CDD LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8406ZF,HUB,HUB YOGYA URIP SUMOHARJO (AHI,AHI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8407ZF,SDC,HCI BANJARMASIN,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8056ZF,SDC,HCI AMBON,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,D8659FI,HUB,HUB BANDUNG,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Nov-24,FUKU830013,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Jan-25,BP8412EH,SDC,HCI BATAM,HCI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,BP8410EH,SDC,AHI BATAM,AHI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,A8498ZF,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Nov-24,FUKU830008,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Jan-25,A8604ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8601ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Nov-24,FUKU710001,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Nov-24,FUKU830011,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Jan-25,D8462FI,SDC,FBI BANDUNG,FBI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8581ZF,HUB,HUB LAMPUNG,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Jan-25,A8638ZF,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8602ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8607ZF,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,B9065BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,12,BU,0,0,0
Jan-25,W8478QD,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,BK8047MQ,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,A8874ZF,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,BP8570EH,SDC,HCI BATAM,HCI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,BP8571EH,SDC,AHI BATAM,AHI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,KT8454YM,SDC,FBI BALIKPAPAN,FBI,MVB,NIAGA,7,MR,3213000.0,0,3213000.0
Dec-24,B9058BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,13,BU,0,0,0
Dec-24,B9066BEN,NDC,JABABEKA HCI,HCI,WINGBOX,NIAGA,12,BU,0,0,0
Dec-24,FUKU830013,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Dec-24,FUKU830008,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Dec-24,FUKU710001,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Dec-24,FUKU830011,NDC,JABABEKA HCI,HCI,CONT-40,NIAGA,14,BU,0,0,0
Dec-24,A8606WX,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8699XZ,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-24,A8520XZ,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-24,A8697XZ,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Jan-25,W8581QD,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,W8582QD,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,BK8073MQ,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,F8601AY,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,F8599AY,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8567XY,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-24,A8509XY,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Jan-25,A8875ZF,SDC,HCI MANADO,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8648XY,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-24,A8050ZX,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-24,A8450ZY,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Jan-25,BK8075MQ,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,BP8260DO,SDC,AHI BATAM,AHI,MVB,NIAGA,7,MR,3518000.0,0,3518000.0
Jan-25,B4286SJB,NDC,SIDOARJO HCI,HCI,MOTOR,MOTOR,7,MR,760000.0,0,760000.0
Dec-24,A8353YX,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-24,A8339YX,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-24,A8615XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8691XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8617XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8746XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8616XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Jan-25,BP8259DO,SDC,FBI BATAM,FBI,MVB,NIAGA,7,MR,3518000.0,0,3518000.0
Dec-24,A8622XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8623XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8614XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-24,A8689XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-24,A8692XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-24,A8693XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Jan-25,A8128ZH,NDC,CIKUPA HCI,HCI,CDD LC,NIAGA,7,MR,7980000.0,0,7980000.0
Jan-25,DK8725BK,HUB,HUB BALI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,B9013SCF,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Jan-25,A8144ZH,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8905XZ,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,16,MR,5316000.0,0,5316000.0
Dec-24,A8443ZY,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,14,MR,5782000.0,0,5782000.0
Jan-25,A8153ZH,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,DD8705RM,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,DK8606AJ,HUB,HUB BALI,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Jan-25,DK8633AJ,HUB,HUB BALI,HCI,PICKUP,NIAGA,7,MR,2995000.0,772903.0,2222097.0
Jan-25,W8519QE,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,W8518QE,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8903ZY,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,14,MR,5782000.0,0,5782000.0
Jan-25,A8154ZH,HUB,HUB LP BINTARO (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,W8520QE,NDC,SIDOARJO HCI,HCI,CDD LC,NIAGA,7,MR,7980000.0,0,7980000.0
Jan-25,A8148ZH,SDC,HCI BANJARMASIN,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,BK8191MQ,RDC,TAMORA KLS,KLS,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,A8149ZH,SDC,HCI MANADO,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8423ZH,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8996ZD,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8419ZH,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8436ZH,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8376ZH,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8457XA,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,12,MR,5887000.0,0,5887000.0
Jan-25,W8656QE,NDC,SIDOARJO AHI,AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,BM8074TZ,SDC,FBI PEKANBARU,FBI,MVB,NIAGA,7,MR,3518000.0,0,3518000.0
Dec-24,A8456XA,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,12,MR,5887000.0,0,5887000.0
Jan-25,A8495ZH,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8494ZH,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8496ZH,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8544ZH,NDC,CIKUPA HCI,HCI,CDE,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8541ZH,NDC,CIKUPA HCI,HCI,CDE,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8430XA,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,12,MR,5887000.0,0,5887000.0
Dec-24,A8536XA,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,12,MR,5887000.0,0,5887000.0
Dec-24,A8465VA,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,12,MR,5887000.0,0,5887000.0
Jan-25,D8873FI,SDC,FBI CIREBON,FBI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8542ZH,NDC,CIKUPA HCI,HCI,CDE PICK UP,NIAGA,7,MR,5975000.0,0,5975000.0
Jan-25,B2149SIV,NDC,SIDOARJO HCI,HCI,PASSENGER,PASSENGER,7,MR,4023000.0,0,4023000.0
Jan-25,A8497ZH,HUB,HUB SEMARANG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8637ZH,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Jan-25,A8638ZH,SDC,FBI BANJAR MASIN,FBI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8543ZH,NDC,CIKUPA HCI,HCI,CDE PICK UP,NIAGA,7,MR,5975000.0,0,5975000.0
Dec-24,A8935VA,NDC,JABABEKA HCI,HCI,FUSO,NIAGA,17,MR,10241000.0,0,10241000.0
Dec-24,A8664VA,NDC,JABABEKA HCI,HCI,FUSO,NIAGA,17,MR,10241000.0,0,10241000.0
Dec-24,A8310YX,NDC,JABABEKA HCI,HCI,FUSO,NIAGA,14,MR,11218000.0,0,11218000.0
Jan-25,BP8503DO,SDC,HCI BATAM,HCI,PICKUP,NIAGA,7,MR,3195000.0,0,3195000.0
Jan-25,A8485ZH,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8311YX,NDC,JABABEKA HCI,HCI,FUSO,NIAGA,14,MR,11218000.0,0,11218000.0
Dec-24,B3087BLJ,NDC,JABABEKA HCI,HCI,MOTOR,MOTOR,14,MR,540000.0,0,540000.0
Jan-25,A8064ZV,NDC,SIDOARJO HCI,HCI,PICKUP,NIAGA,6,MR,3175000.0,0,3175000.0
Jan-25,A8498ZH,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8191ZV,HUB,HUB SEMARANG SILIWANGI (AHI),AHI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Jan-25,A8421ZH,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Jan-25,A8253WM,HUB,HUB LAMPUNG,HCI,PICKUP,NIAGA,6,MR,3175000.0,0,3175000.0
Dec-24,A8994ZD,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-24,A8991ZD,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8187ZV,HUB,HUB BOGOR TERASUTRA (AHI),AHI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-24,A8737ZE,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,8,MR,7713000.0,0,7713000.0
Jan-25,A8180ZV,HUB,HUB YOGYAKARTA,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-24,A8432XA,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8186ZV,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Jan-25,A8189ZV,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Jan-25,A8105ZV,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,6,MR,3416000.0,0,3416000.0
Jan-25,A8712ZE,SDC,FBI PALEMBANG,FBI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,DD8199SJ,RDC,MAKASAR HCI,HCI,PICKUP,NIAGA,6,MR,3375000.0,0,3375000.0
Dec-24,A8260ZM,NDC,JABABEKA HCI,HCI,PICKUP,NIAGA,15,MR,3142000.0,0,3142000.0
Jan-25,N8764BF,NDC,SIDOARJO KLS,KLS,MVB,NIAGA,15,MR,2118000.0,0,2118000.0
Jan-25,W8497NU,NDC,SIDOARJO FBI,FBI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Jan-25,W8907PS,NDC,SIDOARJO AHI,AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,A8297ZY,HUB,HUB DEPOK MARGONDA (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Jan-25,A8634WX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Jan-25,W8908PS,NDC,SIDOARJO AHI,AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8479QD,NDC,SIDOARJO AHI,AHI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,W8555QC,NDC,SIDOARJO AHI,AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Jan-25,W8744PV,NDC,SIDOARJO AHI,AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,W8773NU,NDC,SIDOARJO FBI,FBI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Jan-25,A8993ZD,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Jan-25,B9328D,HUB,HUB LP BINTARO (AHI),AHI,MVB,NIAGA,10,MR,2470000.0,0,2470000.0
Jan-25,BK8112LM,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,13,MR,4874000.0,0,4874000.0
Jan-25,BK8192MQ,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,BK8023LM,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,14,MR,4812000.0,0,4812000.0
Jan-25,A8882ZX,HUB,HUB DEPOK MARGONDA (AHI),AHI,MVB,NIAGA,15,MR,2223000.0,0,2223000.0
Jan-25,W8150PC,NDC,SIDOARJO HCI,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Jan-25,W8528PC,NDC,SIDOARJO AHI,AHI,CDE PICK UP,NIAGA,5,MR,7513000.0,0,7513000.0
Dec-24,A8881ZF,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,D8099FJ,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,7,MR,7980000.0,0,7980000.0
Dec-24,A8873ZF,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,B1045HFA,NDC,CIKUPA HCI,HCI,PASSENGER,PASSENGER,5,MR,3990000.0,0,3990000.0
Jan-25,B1578HFA,NDC,CIKUPA HCI,HCI,PASSENGER,PASSENGER,5,MR,3990000.0,0,3990000.0
Dec-24,A8078ZH,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8503ZH,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8190ZV,HUB,HUB KEDIRI,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Jan-25,BK8074MQ,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Jan-25,BK8099LM,RDC,TAMORA FBI,FBI,CDE LC,NIAGA,10,MR,5283000.0,0,5283000.0
Jan-25,W1345YH,NDC,SIDOARJO HCI,HCI,PASSENGER,PASSENGER,5,MR,3990000.0,0,3990000.0
Jan-25,A8653ZU,HUB,HUB KEDIRI,HCI,CDE LC,NIAGA,5,MR,7628000.0,0,7628000.0
Jan-25,A8942ZU,SDC,HCI MANADO,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Jan-25,B2503UBE,NDC,CIKUPA HCI,HCI,PASSENGER,PASSENGER,13,MR,2823000.0,0,2823000.0
Jan-25,D8857FQ,HUB,HUB BANDUNG,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Jan-25,B328PAS,NDC,D OFFICE,HCI,PASSENGER,PASSENGER,4,MR,6116000.0,0,6116000.0
Dec-24,A8076ZH,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8145ZH,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8882ZF,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,7,MR,7980000.0,0,7980000.0
Jan-25,A8465ZT,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,5,MR,7628000.0,0,7628000.0
Dec-24,A8146ZH,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Jan-25,A8879ZF,SDC,FBI YOGYAKARTA,FBI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8150ZH,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-24,A8127ZH,NDC,JABABEKA HCI,HCI,CDD LC,NIAGA,7,MR,7980000.0,0,7980000.0
Dec-24,A8185ZV,NDC,JABABEKA HCI,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
