Bulan,NOPOL,Kategori Site,Site Name,BU Site,Type Armada,Klasifikasi Kendaraan,Usia (Year),Owner,DPP,Nominal Downtime,DPP Net (setelah downtime)
Dec-23,B9126SCB,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,13,MR,1644000.0,0,1644000.0
Dec-23,A8985YX,HUB,AHI BANDUNG,AHI,MVB,NIAGA,14,MR,1776750.0,0,1776750.0
Dec-23,DD8233RV,RDC,AHI MAKASSAR,AHI,MVB,NIAGA,14,MR,1926750.0,0,1926750.0
Dec-23,A8915WX,HUB,HUB BOGOR TERASUTRA (AHI),AHI,MVB,NIAGA,13,MR,1893750.0,0,1893750.0
Dec-23,A8090VX,NDC,SIDOARJO AHI,AHI,MVB,NIAGA,13,MR,1893750.0,0,1893750.0
Dec-23,A8205VX,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,MVB,NIAGA,13,MR,1893750.0,0,1893750.0
Dec-23,A8821XA,HUB,HUB BDG LP PASKAL (AHI),AHI,MVB,NIAGA,12,MR,1983750.0,0,1983750.0
Dec-23,A8304XY,HUB,HUB BDG LP PASKAL (AHI),AHI,MVB,NIAGA,11,MR,2035500.0,0,2035500.0
Dec-23,A8873ZX,HUB,HUB IBCC - BANDUNG (AHI),AHI,MVB,NIAGA,11,MR,2035500.0,0,2035500.0
Dec-23,H9628NA,HUB,HUB SEMARANG SILIWANGI (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,B9486SCE,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,B9643SCE,HUB,HUB IBCC - BANDUNG (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,B9708SCE,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,B9321SCE,HUB,HUB CIBUBUR (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,B9304SCE,HUB,HUB CIBUBUR (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,B9320SCE,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Dec-23,A8477ZD,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,9,MR,2218500.0,0,2218500.0
Dec-23,AB8685NH,HUB,HUB YOGYA URIP SUMOHARJO (AHI,AHI,MVB,NIAGA,9,MR,2218500.0,0,2218500.0
Dec-23,A8025ZC,HUB,HUB LP BINTARO (AHI),AHI,MVB,NIAGA,9,MR,2218500.0,0,2218500.0
Dec-23,A8026ZC,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,9,MR,2218500.0,0,2218500.0
Dec-23,A8077ZC,HUB,HUB DEPOK MARGONDA (AHI),AHI,MVB,NIAGA,9,MR,2218500.0,0,2218500.0
Dec-23,A8516ZW,NDC,KLS JABABEKA,KLS,CDE LC,NIAGA,11,MR,3574500.0,0,3574500.0
Jan-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),KLS,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Feb-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),KLS,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Apr-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),KLS,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
May-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),KLS,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-23,A8325VX,HUB,HUB BDG LP PASKAL (AHI),AHI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8519XZ,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Jun-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-23,A8854ZW,HUB,HUB BOGOR TERASUTRA (AHI),AHI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Jul-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-23,A8632XZ,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Aug-24,A8516ZW,NDC,HUB ARTHA GADING (AHI),AHI,CDE LC,NIAGA,11,MR,4432380.0,0,4432380.0
Dec-23,A8355ZY,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8377ZY,RDC,AHI MAKASSAR,AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8274ZY,HUB,HUB PURI MALL (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8449ZY,HUB,HUB CIBUBUR (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8966ZY,HUB,HUB ARTHA GADING (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8962ZY,HUB,HUB PURI MALL (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8040ZV,HUB,HUB KOTA KASABLANKA (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8030ZV,HUB,HUB GANDARIA (AHI),AHI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Oct-24,B328YES,NDC,HCI JABABEKA,HCI,PASSENGER,PASSENGER,4,MR,6116000.0,0,6116000.0
Dec-23,N8560BH,HUB,HUB LP SAWOJAJAR (AHI) ( HUB,AHI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,DD8173RV,RDC,MAKASAR AHI,AHI,CDE LC,NIAGA,12,MR,3665250.0,0,3665250.0
Dec-23,BK8299MH,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,12,MR,3665250.0,0,3665250.0
Dec-23,BK8172LM,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,12,MR,3665250.0,0,3665250.0
Dec-23,BK8135LM,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,12,MR,3665250.0,0,3665250.0
Dec-23,BK8146LM,RDC,TAMORA AHI,AHI,CDE LC,NIAGA,12,MR,3665250.0,0,3665250.0
Dec-23,A8463ZW,HUB,HUB LP BINTARO (AHI),AHI,CDE LC,NIAGA,11,MR,3574500.0,0,3574500.0
Dec-23,A8799XZ,HUB,HUB ARTHA GADING (AHI),AHI,CDE PICK UP,NIAGA,11,MR,3391500.0,0,3391500.0
Oct-24,B2419UBL,NDC,HCI JABABEKA,HCI,PASSENGER,PASSENGER,11,MR,2968000.0,0,2968000.0
Oct-24,A8634XZ,NDC,JABABEKA AHI,AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Oct-24,A8063VB,NDC,HCI JABABEKA,HCI,TRACTOR HEAD,NIAGA,3,MR,15997000.0,0,15997000.0
Oct-24,A8062VB,NDC,HCI JABABEKA,HCI,TRACTOR HEAD,NIAGA,3,MR,15997000.0,0,15997000.0
Oct-24,B328HRD,NDC,JABABEKA AHI,AHI,PASSENGER,PASSENGER,3,MR,5885000.0,0,5885000.0
Oct-24,B5269BLI,NDC,JABABEKA AHI,AHI,MOTOR,MOTOR,2,MR,628000.0,0,628000.0
Oct-24,A8965ZY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Oct-24,A8518VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Oct-24,A8521VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8519VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Oct-24,A8517VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8523VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8520VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Oct-24,A8559VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8563VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8556VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8553VB,NDC,KLS JABABEKA,KLS,MVB,NIAGA,2,MR,3942000.0,0,3942000.0
Oct-24,A8560VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,4285500.0,0,4285500.0
Oct-24,A8560VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8557VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8562VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,4285500.0,0,4285500.0
Oct-24,A8562VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8719VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8626VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Oct-24,A8715VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,A8723VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,B328YES,NDC,HCI JABABEKA,HCI,PASSENGER,PASSENGER,4,MR,6116000.0,0,6116000.0
Nov-24,B2419UBL,NDC,HCI JABABEKA,HCI,PASSENGER,PASSENGER,11,MR,2968000.0,0,2968000.0
Nov-24,A8634XZ,NDC,JABABEKA AHI,AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Nov-24,A8063VB,NDC,HCI JABABEKA,HCI,TRACTOR HEAD,NIAGA,3,MR,15997000.0,0,15997000.0
Nov-24,A8062VB,NDC,HCI JABABEKA,HCI,TRACTOR HEAD,NIAGA,3,MR,15997000.0,0,15997000.0
Nov-24,B328HRD,NDC,JABABEKA AHI,AHI,PASSENGER,PASSENGER,3,MR,5885000.0,0,5885000.0
Nov-24,B5269BLI,NDC,JABABEKA AHI,AHI,MOTOR,MOTOR,2,MR,628000.0,0,628000.0
Nov-24,A8965ZY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Nov-24,A8518VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Nov-24,A8521VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8519VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Nov-24,A8517VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8523VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8520VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Dec-23,A8931VX,NDC,SIDOARJO AHI,AHI,CDD LC,NIAGA,18,MR,4299000.0,0,4299000.0
Dec-23,B328BAG,HO,D OFFICE,AHI,PASSENGER,PASSENGER,9,MR,6751500.0,0,6751500.0
Dec-23,B9803SCF,HUB,HUB GANDARIA (AHI),AHI,CDE LC,NIAGA,8,MR,4461000.0,0,4461000.0
Nov-24,A8559VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8563VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8556VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8553VB,NDC,KLS JABABEKA,KLS,MVB,NIAGA,2,MR,3942000.0,0,3942000.0
Nov-24,A8560VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8557VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8562VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8719VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8626VB,NDC,HCI JABABEKA,HCI,CDD LC,NIAGA,2,MR,10514000.0,0,10514000.0
Dec-23,N8166BG,HUB,HUB LP SAWOJAJAR (AHI) ( HUB,AHI,MVB,NIAGA,8,MR,2462250.0,0,2462250.0
Nov-24,A8715VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-23,A8330VX,RDC,TAMORA FBI,FBI,MVB,NIAGA,13,MR,1893750.0,0,1893750.0
Dec-23,A8642WX,SDC,FBI BANDUNG,FBI,MVB,NIAGA,13,MR,1893750.0,0,1893750.0
Dec-23,A8515ZW,SDC,FBI SEMARANG,FBI,MVB,NIAGA,11,MR,2035500.0,0,2035500.0
Dec-23,A8317ZA,SDC,FBI YOGYAKARTA,FBI,MVB,NIAGA,10,MR,2087250.0,0,2087250.0
Nov-24,A8723VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8714VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8561VB,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8720VB,NDC,JABABEKA AHI,AHI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Nov-24,A8718VB,NDC,JABABEKA AHI,AHI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Oct-24,B328HCI,NDC,Jababeka,AHI,PASSENGER,PASSENGER,10,MR,4745000.0,0,4745000.0
Dec-23,H9627NA,HUB,HUB WH HCI SEMARANG,HCI,PICKUP,NIAGA,10,MR,1795500.0,0,1795500.0
Dec-23,A8988ZA,SDC,HCI PONTIANAK,HCI,PICKUP,NIAGA,9,MR,1888500.0,0,1888500.0
Dec-23,A8213ZD,HUB,HUB PALEMBANG,HCI,PICKUP,NIAGA,9,MR,1888500.0,0,1888500.0
Dec-23,H8153LA,HUB,HUB WH HCI SEMARANG,HCI,PICKUP,NIAGA,9,MR,1888500.0,0,1888500.0
Dec-23,A8119XW,SDC,HCI MANADO,HCI,MVB,NIAGA,15,MR,1667250.0,0,1667250.0
Dec-23,BK8136LM,RDC,TAMORA HCI,HCI,MVB,NIAGA,12,MR,2133750.0,0,2133750.0
Dec-23,B2166UBA,NDC,SIDOARJO HCI,HCI,PASSENGER,PASSENGER,14,MR,1590000.0,0,1590000.0
Dec-23,A8603VX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8913WX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,W8890NU,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,W8610PV,NDC,HUB BALI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8550VX,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,BK8022LM,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Dec-23,A8565WX,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8631WX,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8713WX,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8632WX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8633WX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8733WX,HUB,HUB CIREBON,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8619WX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Oct-24,B2801UBH,NDC,Jababeka,KLS,PASSENGER,PASSENGER,12,MR,3434000.0,0,3434000.0
Dec-23,W8893NU,HUB,HUB MALANG,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,W8891NU,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8328VX,HUB,HUB UTARA,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8331VX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,A8326VX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Dec-23,DD8336RV,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Dec-23,DD8337RV,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Dec-23,BK8031LM,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Oct-24,A8525ZX,NDC,Jababeka,AHI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-23,N8780BF,HUB,HUB MALANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8148WX,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8523XZ,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8521XZ,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8613XZ,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8468XY,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8292ZW,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,W9626PG,HUB,HUB MALANG,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8522XZ,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8635XZ,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,A8554XZ,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Oct-24,A8698XZ,NDC,Jababeka,AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Nov-24,B3087BLJ,NDC,Jababeka,HCI,MOTOR,MOTOR,14,MR,540000.0,0,540000.0
Nov-24,B328HCI,NDC,Jababeka,AHI,PASSENGER,PASSENGER,10,MR,4745000.0,0,4745000.0
Nov-24,B2801UBH,NDC,Jababeka,KLS,PASSENGER,PASSENGER,12,MR,3434000.0,0,3434000.0
Nov-24,A8525ZX,NDC,Jababeka,AHI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-23,W9624PG,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,16,MR,3408750.0,0,3408750.0
Dec-23,W8780NU,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,BK8813MG,RDC,TAMORA HCI,HCI,CDE LC,NIAGA,15,MR,3580500.0,0,3580500.0
Dec-23,A8013XW,HUB,HUB UTARA,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8047ZX,HUB,HUB UTARA,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8505ZX,SDC,HCI MANADO,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8053ZX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8568XY,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8651XY,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8043ZX,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Nov-24,A8698XZ,NDC,Jababeka,AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Apr-25,B1366HOU,NDC,D OFFICE,AHI,PASSENGER,PASSENGER,2,MR,5023000.0,0,5023000.0
Dec-23,A8656XY,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8277ZX,HUB,HUB UTARA,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8616XY,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
May-25,B1366HOU,NDC,d Office,AHI,PASSENGER,PASSENGER,2,MR,5023000.0,0,5023000.0
Oct-24,A8606WX,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Oct-24,A8699XZ,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-23,A8121XW,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8045ZX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8120XW,SDC,#N/A,HCI,CDE LC,NIAGA,15,MR,3430500.0,0,3430500.0
Dec-23,A8471YX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8075YX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8635ZY,SDC,#N/A,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,DD8256RV,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,14,MR,3609000.0,0,3609000.0
Dec-23,A8491ZY,SDC,#N/A,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8040YX,SDC,#N/A,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8494ZY,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8187YX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8073YX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8076YX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8123YX,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8434XW,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Oct-24,A8520XZ,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Oct-24,A8697XZ,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-23,A8074YX,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Oct-24,A8249ZW,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-23,A8505YX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,14,MR,3459000.0,0,3459000.0
Dec-23,A8744XA,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,13,MR,3505500.0,0,3505500.0
Oct-24,A8567XY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-23,DD8212RV,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Dec-23,DD8213RV,RDC,MAKASAR HCI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Dec-23,BK8141LM,RDC,TAMORA AHI,HCI,CDE LC,NIAGA,13,MR,3655500.0,0,3655500.0
Oct-24,A8509XY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Oct-24,A8649XY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Oct-24,A8648XY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Oct-24,A8050ZX,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Oct-24,A8450ZY,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Oct-24,A8353YX,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Oct-24,A8339YX,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-23,A8245XA,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,W8894NU,NDC,SIDOARJO HCI,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,BK9504XA,RDC,#N/A,HCI,CDE LC,NIAGA,12,MR,3665250.0,0,3665250.0
Dec-23,A8799ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,A8750ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,A8745XA,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,A8747XA,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,A8713XA,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,A8712XA,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Dec-23,A8874VA,NDC,CIKUPA HCI,HCI,CDE LC,NIAGA,12,MR,3515250.0,0,3515250.0
Oct-24,A8615XA,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Oct-24,A8691XA,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Oct-24,A8617XA,NDC,HCI JABABEKA,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
